payment_method,failure_code,amount,attempt_number,customer_failure_count,merchant_failure_rate,transaction_hour,is_international,previous_success,recovery_probability
NETBANKING,NETWORK_ERROR,10284,1,1,0.23,10,1,0,0.7205924549090024
UPI,EXPIRED_CARD,20305,4,2,0.43,2,0,1,0.042638668793964975
NETBANKING,ACCOUNT_BLOCKED,2743,2,2,0.08,22,0,1,0.021624446267977132
UPI,CARD_DECLINED,17150,2,0,0.48,14,0,0,0.1982043248876239
UPI,NETWORK_ERROR,883,1,1,0.07,12,1,0,0.7412323801414062
CARD,NETWORK_ERROR,1528,1,1,0.45,14,0,0,0.7655077970380153
CARD,NETWORK_ERROR,2898,4,0,0.09,18,1,1,0.6606126391213256
CARD,INVALID_CARD,11425,3,1,0.46,8,1,1,0.04834237988936261
UPI,ACCOUNT_BLOCKED,40678,2,5,0.15,13,1,0,0.01
CARD,GATEWAY_TIMEOUT,27574,2,5,0.44,16,0,0,0.5749403615761532
NETBANKING,FRAUD_SUSPECTED,31536,4,2,0.46,16,1,1,0.01
UPI,FRAUD_SUSPECTED,39232,2,0,0.45,8,0,1,0.012943229196543162
NETBANKING,INSUFFICIENT_FUNDS,10561,1,1,0.33,8,0,0,0.24456921086199962
CARD,FRAUD_SUSPECTED,11484,2,1,0.3,23,1,0,0.030345288291991353
CARD,ACCOUNT_BLOCKED,37036,2,4,0.47,15,1,0,0.01
UPI,BANK_TIMEOUT,15345,2,0,0.27,0,1,0,0.7236445413310002
CARD,GATEWAY_TIMEOUT,21306,1,0,0.08,22,0,0,0.7966480887579135
CARD,NETWORK_ERROR,24583,4,4,0.06,9,1,0,0.5115860671382426
NETBANKING,INVALID_CARD,41994,4,5,0.17,22,1,0,0.026553166947476677
UPI,INVALID_CARD,20207,3,1,0.1,0,1,0,0.01
CARD,ACCOUNT_BLOCKED,14576,1,3,0.08,23,0,0,0.01
CARD,GATEWAY_TIMEOUT,41793,1,5,0.34,23,1,1,0.5571395620295498
UPI,INSUFFICIENT_FUNDS,45527,1,2,0.14,3,0,0,0.18459370979534095
NETBANKING,INVALID_CARD,11001,4,3,0.44,11,1,0,0.042880697756625154
NETBANKING,INSUFFICIENT_FUNDS,10759,4,0,0.4,1,1,0,0.061871690795665714
UPI,NETWORK_ERROR,22500,2,3,0.09,2,0,1,0.6804030544052095
NETBANKING,EXPIRED_CARD,46270,1,3,0.47,5,1,0,0.01
CARD,INSUFFICIENT_FUNDS,12550,4,5,0.28,23,1,1,0.01
UPI,BANK_TIMEOUT,25849,4,1,0.04,0,1,0,0.5354549448966214
NETBANKING,ACCOUNT_BLOCKED,31578,2,0,0.02,5,1,0,0.01
UPI,CARD_DECLINED,26148,4,3,0.45,8,0,1,0.01
CARD,FRAUD_SUSPECTED,12327,4,0,0.14,14,1,0,0.04370787521344572
NETBANKING,BANK_TIMEOUT,10004,1,0,0.34,17,1,0,0.7413601906157908
CARD,INVALID_ACCOUNT,27535,4,4,0.44,15,1,0,0.01
NETBANKING,BANK_TIMEOUT,33005,2,0,0.48,14,0,0,0.7192164878337757
UPI,GATEWAY_TIMEOUT,2896,4,0,0.49,13,0,0,0.6344108118676004
CARD,FRAUD_SUSPECTED,47751,1,0,0.2,12,1,1,0.021968817754206935
UPI,ACCOUNT_BLOCKED,38607,4,0,0.21,4,0,0,0.016268375947732255
UPI,CARD_DECLINED,35203,3,3,0.14,20,1,1,0.039746567049771336
CARD,INVALID_CARD,9527,4,0,0.2,10,0,0,0.034574981983913615
CARD,FRAUD_SUSPECTED,1425,3,2,0.16,15,0,0,0.01
NETBANKING,EXPIRED_CARD,21128,3,5,0.21,20,0,0,0.01
CARD,EXPIRED_CARD,49874,3,0,0.26,5,0,1,0.030956939836438956
CARD,GATEWAY_TIMEOUT,34459,1,1,0.1,6,0,0,0.6833071044507986
UPI,FRAUD_SUSPECTED,46278,2,2,0.19,14,1,0,0.028117436044337744
UPI,FRAUD_SUSPECTED,32133,4,1,0.48,15,1,1,0.01
CARD,NETWORK_ERROR,18782,1,3,0.03,18,0,0,0.7217379891761483
NETBANKING,INSUFFICIENT_FUNDS,17734,4,4,0.02,21,0,1,0.11915154380523714
NETBANKING,GATEWAY_TIMEOUT,39496,1,1,0.13,9,1,1,0.786548297506925
CARD,EXPIRED_CARD,16614,2,3,0.16,16,1,0,0.01
NETBANKING,FRAUD_SUSPECTED,36895,3,2,0.35,15,0,1,0.05883609658217672
NETBANKING,FRAUD_SUSPECTED,18245,3,5,0.36,20,1,0,0.01
UPI,BANK_TIMEOUT,39423,4,5,0.17,4,0,1,0.5527469099578296
CARD,INVALID_CARD,26615,4,5,0.03,22,0,1,0.03265498765809035
UPI,INVALID_ACCOUNT,41932,4,5,0.19,9,0,0,0.01
CARD,GATEWAY_TIMEOUT,48656,3,5,0.41,5,1,0,0.42122535115129006
UPI,CARD_DECLINED,27656,3,2,0.14,9,1,0,0.06305365676706799
NETBANKING,ACCOUNT_BLOCKED,38131,1,3,0.45,16,0,1,0.012983850462999746
CARD,BANK_TIMEOUT,9981,2,1,0.18,18,1,0,0.6536383457648708
NETBANKING,GATEWAY_TIMEOUT,5396,4,2,0.32,5,1,0,0.4784713501423993
CARD,INSUFFICIENT_FUNDS,49985,2,4,0.38,15,0,0,0.07344797387250618
NETBANKING,INVALID_CARD,26536,4,3,0.2,1,0,1,0.055006861548183204
CARD,INVALID_ACCOUNT,12589,1,5,0.01,23,0,0,0.029352474717039716
CARD,CARD_DECLINED,8549,1,3,0.26,9,0,0,0.21638438296744106
CARD,CARD_DECLINED,29979,3,3,0.45,4,1,1,0.04092508863666323
UPI,GATEWAY_TIMEOUT,26536,1,1,0.12,4,0,0,0.7369692834799242
UPI,NETWORK_ERROR,24124,1,3,0.44,8,0,0,0.6521969915837895
NETBANKING,BANK_TIMEOUT,3261,1,3,0.23,3,1,1,0.7271868214854056
UPI,BANK_TIMEOUT,19833,4,5,0.06,16,1,0,0.45588257517714253
UPI,INVALID_ACCOUNT,47205,1,2,0.07,3,1,0,0.020900180935672953
CARD,INVALID_ACCOUNT,13316,3,5,0.21,5,0,1,0.05103566274620145
NETBANKING,EXPIRED_CARD,21766,2,0,0.02,2,0,1,0.032914449266676624
UPI,INVALID_ACCOUNT,5018,1,2,0.33,14,1,1,0.02342773572361486
UPI,GATEWAY_TIMEOUT,2685,3,2,0.4,10,1,0,0.529499847033058
UPI,BANK_TIMEOUT,9169,2,2,0.19,14,1,0,0.6282622153274448
CARD,GATEWAY_TIMEOUT,7560,4,3,0.48,8,1,1,0.561989909694895
NETBANKING,GATEWAY_TIMEOUT,7509,2,5,0.37,5,0,1,0.6541226761272179
CARD,ACCOUNT_BLOCKED,44559,4,1,0.31,11,0,0,0.01
CARD,NETWORK_ERROR,27053,4,0,0.04,20,1,0,0.6064568176480623
NETBANKING,INVALID_ACCOUNT,48834,2,5,0.44,16,0,1,0.026171326284596307
UPI,EXPIRED_CARD,22759,4,1,0.42,17,0,0,0.024339871655681293
UPI,INVALID_ACCOUNT,30855,4,1,0.05,15,1,0,0.01
CARD,BANK_TIMEOUT,33322,2,4,0.33,12,0,0,0.5629094594748235
NETBANKING,EXPIRED_CARD,5868,4,3,0.16,15,0,0,0.01
UPI,INVALID_ACCOUNT,36085,1,0,0.4,19,1,0,0.025459598356093745
CARD,FRAUD_SUSPECTED,23912,1,1,0.42,10,1,1,0.03159135002831553
UPI,NETWORK_ERROR,49862,2,0,0.18,20,1,1,0.7422096053259986
UPI,GATEWAY_TIMEOUT,32371,2,5,0.37,13,0,1,0.5940851766138684
UPI,NETWORK_ERROR,25848,2,3,0.41,6,1,0,0.5847149341810273
UPI,ACCOUNT_BLOCKED,8175,4,3,0.33,16,0,1,0.01
NETBANKING,BANK_TIMEOUT,36356,4,4,0.25,16,0,0,0.49804946617427776
UPI,NETWORK_ERROR,25489,3,4,0.44,13,0,1,0.5457869996455265
CARD,CARD_DECLINED,29777,2,1,0.21,22,1,1,0.21018743563951447
NETBANKING,INSUFFICIENT_FUNDS,13265,2,4,0.36,21,1,0,0.11213354962348673
NETBANKING,GATEWAY_TIMEOUT,33123,3,5,0.07,11,1,1,0.5504243485539174
NETBANKING,CARD_DECLINED,27781,1,4,0.06,12,0,0,0.16102541787669417
UPI,CARD_DECLINED,49264,2,2,0.34,4,0,1,0.14640009033202672
NETBANKING,BANK_TIMEOUT,23606,4,0,0.31,21,0,1,0.6127595472566205
NETBANKING,CARD_DECLINED,45512,1,3,0.2,21,1,0,0.08129652376746382
CARD,INSUFFICIENT_FUNDS,40769,4,1,0.46,22,1,0,0.041614674512233205
UPI,CARD_DECLINED,29513,2,5,0.05,5,0,1,0.06906342329718751
CARD,INVALID_ACCOUNT,17417,2,1,0.3,8,0,1,0.036633133820957925
UPI,BANK_TIMEOUT,10173,3,4,0.03,20,1,1,0.6259908182417431
NETBANKING,FRAUD_SUSPECTED,4876,3,4,0.12,5,0,0,0.01
NETBANKING,INVALID_CARD,6125,3,1,0.44,21,1,1,0.01
UPI,ACCOUNT_BLOCKED,34866,4,4,0.41,20,0,0,0.02689384679943866
CARD,INSUFFICIENT_FUNDS,42191,2,0,0.34,10,1,0,0.14458759347840439
NETBANKING,CARD_DECLINED,1719,3,4,0.4,14,1,0,0.01
NETBANKING,INSUFFICIENT_FUNDS,21092,1,0,0.09,17,0,0,0.23207814749355252
NETBANKING,INSUFFICIENT_FUNDS,45018,4,0,0.11,22,1,0,0.10368908256742618
UPI,BANK_TIMEOUT,30195,3,0,0.05,1,0,1,0.7208084205317812
NETBANKING,INSUFFICIENT_FUNDS,17050,4,3,0.23,12,1,1,0.01
NETBANKING,NETWORK_ERROR,35150,1,5,0.36,2,0,0,0.5697700138748047
NETBANKING,NETWORK_ERROR,19094,3,4,0.05,14,1,1,0.6272122370159054
UPI,EXPIRED_CARD,10344,2,1,0.38,17,1,0,0.01
NETBANKING,FRAUD_SUSPECTED,830,2,0,0.03,18,1,0,0.01
NETBANKING,FRAUD_SUSPECTED,13976,4,5,0.43,4,0,0,0.01
CARD,INSUFFICIENT_FUNDS,7611,2,5,0.4,1,1,0,0.01
UPI,CARD_DECLINED,6535,2,5,0.29,10,1,0,0.05812955657800509
UPI,NETWORK_ERROR,18786,1,1,0.17,14,1,1,0.7923458129347637
UPI,ACCOUNT_BLOCKED,37249,3,2,0.48,5,0,1,0.01
UPI,INVALID_CARD,18232,3,1,0.34,10,1,1,0.01
CARD,EXPIRED_CARD,36254,1,1,0.33,2,1,0,0.0491297038932279
UPI,CARD_DECLINED,48173,1,5,0.05,0,0,1,0.1919200254902514
UPI,BANK_TIMEOUT,36249,3,4,0.45,17,1,0,0.4615818630103009
UPI,ACCOUNT_BLOCKED,48152,3,1,0.24,16,0,1,0.01
UPI,INSUFFICIENT_FUNDS,40341,2,4,0.08,5,0,0,0.11559198088348244
CARD,FRAUD_SUSPECTED,2748,2,3,0.12,8,1,0,0.01
UPI,INVALID_ACCOUNT,23774,4,3,0.46,1,0,1,0.01
NETBANKING,CARD_DECLINED,48721,3,4,0.28,5,1,1,0.028529677799104744
NETBANKING,NETWORK_ERROR,33960,3,3,0.49,7,1,1,0.5827236765233572
CARD,EXPIRED_CARD,31695,1,4,0.44,14,0,0,0.01
NETBANKING,CARD_DECLINED,13961,2,1,0.09,19,0,0,0.20246136850951063
CARD,NETWORK_ERROR,31656,4,3,0.11,5,1,0,0.46336703074212693
UPI,ACCOUNT_BLOCKED,38920,2,1,0.32,1,0,0,0.01
UPI,INVALID_ACCOUNT,26671,1,5,0.37,9,0,0,0.01
CARD,EXPIRED_CARD,11278,2,3,0.3,18,0,1,0.01
NETBANKING,FRAUD_SUSPECTED,29818,1,1,0.2,4,0,0,0.01
NETBANKING,INVALID_CARD,9901,1,1,0.24,19,0,0,0.01
NETBANKING,GATEWAY_TIMEOUT,39649,1,5,0.33,16,1,1,0.6444824300732004
NETBANKING,INVALID_ACCOUNT,28212,2,3,0.4,12,1,0,0.01
CARD,EXPIRED_CARD,15337,1,2,0.3,17,1,1,0.01
NETBANKING,BANK_TIMEOUT,37978,1,4,0.01,20,0,1,0.6898845077173933
UPI,GATEWAY_TIMEOUT,28023,3,2,0.43,13,1,1,0.6361798674170716
CARD,INSUFFICIENT_FUNDS,27181,4,1,0.19,17,1,1,0.13985082640249502
NETBANKING,FRAUD_SUSPECTED,46335,4,5,0.08,21,0,0,0.01
NETBANKING,GATEWAY_TIMEOUT,6671,2,4,0.21,10,0,0,0.5979103680585103
NETBANKING,BANK_TIMEOUT,6069,2,3,0.46,13,0,0,0.5903091997964458
CARD,NETWORK_ERROR,40013,1,5,0.2,12,1,0,0.6145715857845607
UPI,EXPIRED_CARD,28868,1,1,0.43,16,1,0,0.01
NETBANKING,INVALID_ACCOUNT,33904,2,4,0.09,1,1,0,0.025501911938404488
UPI,NETWORK_ERROR,18183,4,2,0.34,12,0,0,0.5796925540146395
UPI,NETWORK_ERROR,36118,3,5,0.42,18,1,1,0.5443287665065488
CARD,INSUFFICIENT_FUNDS,39838,2,3,0.47,18,0,1,0.10050347868139645
NETBANKING,NETWORK_ERROR,36710,1,4,0.15,3,1,1,0.67441918614713
CARD,ACCOUNT_BLOCKED,31795,2,2,0.48,14,1,0,0.01
CARD,NETWORK_ERROR,25178,2,5,0.35,10,1,1,0.5566504217204837
UPI,CARD_DECLINED,16369,3,0,0.21,23,1,0,0.15445515040412264
UPI,EXPIRED_CARD,20669,3,1,0.45,8,0,0,0.01
UPI,INSUFFICIENT_FUNDS,48297,2,2,0.11,6,0,1,0.16459955684761587
UPI,NETWORK_ERROR,5243,4,4,0.01,17,0,1,0.5661196535383668
CARD,EXPIRED_CARD,37751,3,3,0.1,16,1,1,0.01
NETBANKING,GATEWAY_TIMEOUT,3648,4,3,0.47,1,1,1,0.5690400130497952
UPI,EXPIRED_CARD,7988,4,2,0.35,0,0,1,0.01810082189794468
CARD,FRAUD_SUSPECTED,40259,3,1,0.28,7,1,1,0.05585268170616332
CARD,FRAUD_SUSPECTED,12152,4,3,0.11,22,1,1,0.04543260872408197
CARD,EXPIRED_CARD,11889,2,4,0.35,3,1,0,0.015534004742070095
CARD,INSUFFICIENT_FUNDS,9658,2,3,0.4,5,1,1,0.10344716846612229
NETBANKING,INVALID_ACCOUNT,35095,3,3,0.16,17,0,1,0.01
UPI,BANK_TIMEOUT,14220,3,3,0.42,3,1,1,0.5639769122011677
CARD,INVALID_ACCOUNT,36635,3,2,0.02,3,1,0,0.01768537564269785
NETBANKING,INVALID_ACCOUNT,11538,3,2,0.17,16,1,1,0.048963244913822056
CARD,ACCOUNT_BLOCKED,18877,4,5,0.48,5,1,1,0.0231273408325837
NETBANKING,INVALID_CARD,4775,1,1,0.18,10,1,1,0.0930433485116604
NETBANKING,INVALID_CARD,17876,4,2,0.38,16,1,1,0.01
UPI,GATEWAY_TIMEOUT,47795,2,5,0.13,23,0,0,0.5236910465039651
UPI,NETWORK_ERROR,4280,4,4,0.04,12,0,0,0.5022452264264987
UPI,NETWORK_ERROR,43015,4,2,0.12,23,1,1,0.580648068462619
UPI,INVALID_ACCOUNT,11280,1,0,0.34,10,1,1,0.13349815454400948
NETBANKING,CARD_DECLINED,36049,4,1,0.49,22,0,1,0.1041047522641059
NETBANKING,ACCOUNT_BLOCKED,28606,3,2,0.25,7,0,1,0.01
CARD,CARD_DECLINED,10305,3,0,0.01,4,1,1,0.2159197955244026
UPI,EXPIRED_CARD,49610,4,2,0.01,13,1,0,0.03967673838676362
NETBANKING,FRAUD_SUSPECTED,12458,4,4,0.22,7,0,1,0.0428426855641291
UPI,CARD_DECLINED,5291,4,5,0.13,19,1,1,0.02484570409575617
NETBANKING,CARD_DECLINED,27160,2,0,0.1,9,0,1,0.27177294139025154
CARD,ACCOUNT_BLOCKED,32343,2,2,0.02,1,0,0,0.05723326049914471
CARD,CARD_DECLINED,8294,4,5,0.01,2,0,0,0.01
CARD,INVALID_CARD,20519,4,2,0.24,1,1,0,0.044354629926807866
UPI,BANK_TIMEOUT,17565,4,0,0.28,5,0,1,0.7037250723999571
UPI,NETWORK_ERROR,46937,2,3,0.39,14,0,0,0.560917987630393
NETBANKING,NETWORK_ERROR,34253,2,3,0.2,9,1,0,0.5929164254130699
UPI,INVALID_ACCOUNT,34239,1,2,0.25,9,0,1,0.07375195760435428
NETBANKING,INSUFFICIENT_FUNDS,7500,2,5,0.22,0,0,1,0.13646968600127812
CARD,INSUFFICIENT_FUNDS,685,1,4,0.39,15,0,1,0.2180797000001966
UPI,GATEWAY_TIMEOUT,32862,1,5,0.31,20,0,0,0.5745517675314656
UPI,INVALID_ACCOUNT,7138,2,3,0.12,17,1,1,0.03331888317537703
UPI,INVALID_CARD,23572,2,2,0.45,15,1,1,0.01427340768056942
CARD,INSUFFICIENT_FUNDS,37239,2,4,0.18,23,1,1,0.13876618399571597
NETBANKING,INVALID_ACCOUNT,10608,1,4,0.09,9,1,1,0.01
NETBANKING,INVALID_ACCOUNT,24940,2,0,0.31,11,0,1,0.061100356268392345
NETBANKING,INVALID_ACCOUNT,25494,2,4,0.34,17,0,1,0.01
NETBANKING,FRAUD_SUSPECTED,7339,1,4,0.33,1,0,0,0.04734927775805723
UPI,NETWORK_ERROR,31909,2,0,0.03,20,1,1,0.7395821362614412
NETBANKING,ACCOUNT_BLOCKED,16873,1,2,0.12,22,0,0,0.07102110368090511
UPI,EXPIRED_CARD,5340,4,5,0.04,17,1,1,0.03942495771380796
UPI,ACCOUNT_BLOCKED,17520,1,5,0.04,9,0,0,0.05605867454371249
UPI,NETWORK_ERROR,47624,2,4,0.2,6,0,0,0.5858423480012971
NETBANKING,INVALID_CARD,48996,1,5,0.29,21,1,1,0.04828240193732262
UPI,GATEWAY_TIMEOUT,36142,4,4,0.18,5,1,1,0.5422484970652721
NETBANKING,FRAUD_SUSPECTED,24461,4,5,0.22,23,1,0,0.016314470280428407
UPI,INVALID_CARD,36160,3,2,0.48,14,1,0,0.03263132783372915
CARD,ACCOUNT_BLOCKED,1168,2,2,0.01,7,0,1,0.01
NETBANKING,CARD_DECLINED,36384,2,0,0.03,11,0,0,0.19349881792596196
NETBANKING,INSUFFICIENT_FUNDS,15369,3,2,0.06,12,0,0,0.15635805267445146
CARD,GATEWAY_TIMEOUT,32099,1,4,0.32,1,1,0,0.6160121908008476
CARD,FRAUD_SUSPECTED,28562,4,0,0.44,7,0,1,0.01
NETBANKING,BANK_TIMEOUT,21026,2,2,0.26,7,0,0,0.651363524236961
CARD,EXPIRED_CARD,49438,1,1,0.22,12,0,0,0.01
CARD,ACCOUNT_BLOCKED,48944,1,4,0.21,2,1,1,0.037382513655625664
UPI,GATEWAY_TIMEOUT,31617,2,3,0.2,18,0,0,0.5842315091726511
CARD,INVALID_CARD,21295,1,0,0.34,13,1,1,0.025048974156929842
CARD,ACCOUNT_BLOCKED,43052,1,2,0.09,11,1,0,0.01
UPI,INSUFFICIENT_FUNDS,45015,3,1,0.38,2,0,0,0.07630483098994263
NETBANKING,GATEWAY_TIMEOUT,18953,1,2,0.35,3,1,1,0.7221190303733558
CARD,INSUFFICIENT_FUNDS,48597,2,1,0.28,8,1,0,0.1515071143647695
NETBANKING,BANK_TIMEOUT,24781,1,2,0.09,9,0,1,0.7063085248656279
NETBANKING,BANK_TIMEOUT,4464,4,5,0.14,21,1,0,0.4079078323934194
NETBANKING,INVALID_CARD,15249,4,4,0.49,3,1,1,0.04667727455281199
NETBANKING,NETWORK_ERROR,12317,2,4,0.48,17,0,0,0.5567392139749751
NETBANKING,CARD_DECLINED,21960,4,3,0.37,0,1,1,0.01
CARD,INSUFFICIENT_FUNDS,32950,3,0,0.32,12,0,1,0.1605582697627754
CARD,INVALID_CARD,43152,2,0,0.37,16,0,1,0.01
UPI,INVALID_CARD,20572,3,3,0.28,6,0,0,0.046258766158006816
CARD,INVALID_ACCOUNT,8963,4,1,0.33,18,0,1,0.01
NETBANKING,NETWORK_ERROR,12167,3,1,0.37,10,1,1,0.6333348104976151
NETBANKING,CARD_DECLINED,10058,2,0,0.07,0,1,0,0.22263606926216373
UPI,BANK_TIMEOUT,23644,1,5,0.39,4,1,1,0.5693976477772962
CARD,EXPIRED_CARD,31154,2,1,0.1,1,1,0,0.052543508313490965
CARD,INSUFFICIENT_FUNDS,48751,2,1,0.04,14,1,1,0.24267749051566784
UPI,INVALID_CARD,26633,1,4,0.37,12,1,1,0.0211504874670052
NETBANKING,ACCOUNT_BLOCKED,39015,1,4,0.06,14,0,0,0.01187026525875117
CARD,BANK_TIMEOUT,36649,4,4,0.38,1,0,1,0.505955387471646
CARD,CARD_DECLINED,30334,2,3,0.15,1,0,1,0.19798935044266397
CARD,NETWORK_ERROR,47459,1,1,0.39,22,0,1,0.7423559305097617
CARD,BANK_TIMEOUT,11822,4,4,0.45,6,1,0,0.4300082294077239
NETBANKING,GATEWAY_TIMEOUT,47179,1,0,0.07,14,1,0,0.7353817306066148
CARD,INVALID_ACCOUNT,40212,2,3,0.28,1,0,1,0.01654915785141691
NETBANKING,GATEWAY_TIMEOUT,10724,2,1,0.39,1,1,1,0.6819518305436981
CARD,CARD_DECLINED,41155,2,0,0.45,6,0,1,0.17622077648240525
CARD,EXPIRED_CARD,35718,1,4,0.44,7,0,1,0.01
CARD,NETWORK_ERROR,39501,1,1,0.44,8,0,0,0.66448399873693
UPI,FRAUD_SUSPECTED,2506,2,0,0.34,19,1,1,0.05203846982695363
UPI,NETWORK_ERROR,27425,2,1,0.34,19,0,1,0.730933480902736
CARD,BANK_TIMEOUT,6203,3,2,0.19,12,0,1,0.7053309630084568
UPI,CARD_DECLINED,30955,2,0,0.35,8,1,1,0.20746462092537088
NETBANKING,INSUFFICIENT_FUNDS,40211,1,0,0.29,20,0,1,0.3134074137871371
NETBANKING,CARD_DECLINED,28087,3,2,0.27,19,1,0,0.06442899808483893
CARD,INVALID_ACCOUNT,47887,4,3,0.41,19,0,1,0.05792576595660704
UPI,NETWORK_ERROR,1671,4,5,0.4,23,0,1,0.5014041139524372
CARD,FRAUD_SUSPECTED,36827,2,0,0.32,22,1,1,0.03901955028462117
CARD,CARD_DECLINED,33306,3,0,0.07,10,1,1,0.20543966428110116
NETBANKING,BANK_TIMEOUT,11610,2,2,0.42,21,1,1,0.6977254383828924
NETBANKING,GATEWAY_TIMEOUT,31655,2,5,0.24,17,1,1,0.5943989033208539
CARD,BANK_TIMEOUT,34249,3,4,0.37,10,0,0,0.5207397642176549
CARD,FRAUD_SUSPECTED,4439,2,2,0.42,10,1,0,0.017098164115614503
CARD,GATEWAY_TIMEOUT,39106,1,2,0.36,10,0,1,0.7153869567862137
CARD,INSUFFICIENT_FUNDS,24452,4,2,0.12,9,0,0,0.035421569067943054
UPI,INSUFFICIENT_FUNDS,6168,4,4,0.02,15,0,0,0.012011590423909368
CARD,INVALID_ACCOUNT,20439,3,1,0.39,3,0,0,0.03245706322532336
CARD,INVALID_CARD,46871,1,0,0.16,1,0,1,0.10068759024827621
UPI,NETWORK_ERROR,34216,3,0,0.29,9,0,1,0.6610555512253535
CARD,CARD_DECLINED,34983,3,3,0.34,8,0,0,0.023363688584015052
UPI,ACCOUNT_BLOCKED,36775,1,1,0.28,17,1,1,0.01
NETBANKING,CARD_DECLINED,37723,2,1,0.04,19,1,1,0.16107261837279346
UPI,EXPIRED_CARD,44369,1,0,0.2,2,1,1,0.03789829932501733
NETBANKING,ACCOUNT_BLOCKED,41352,4,4,0.18,10,0,0,0.05736818888990878
CARD,ACCOUNT_BLOCKED,8737,1,5,0.24,14,1,1,0.01
UPI,GATEWAY_TIMEOUT,40531,3,2,0.2,22,1,1,0.6053283067699572
UPI,NETWORK_ERROR,31251,1,2,0.24,5,1,1,0.7164440231432603
UPI,INVALID_ACCOUNT,6845,4,5,0.4,10,0,1,0.013274556592833135
CARD,ACCOUNT_BLOCKED,27195,2,4,0.13,5,1,1,0.01
UPI,ACCOUNT_BLOCKED,28355,4,4,0.4,17,0,0,0.026261225692633693
UPI,ACCOUNT_BLOCKED,31991,1,4,0.3,10,0,1,0.01
CARD,NETWORK_ERROR,39307,1,5,0.41,12,1,1,0.6134989115448033
UPI,NETWORK_ERROR,14361,2,4,0.45,20,0,0,0.6010881393769505
CARD,INVALID_ACCOUNT,19203,4,4,0.29,6,0,1,0.01
NETBANKING,CARD_DECLINED,28590,3,0,0.3,19,1,0,0.14525051794512917
UPI,FRAUD_SUSPECTED,36071,1,0,0.35,11,0,1,0.07156796368299778
UPI,INVALID_CARD,46120,4,5,0.17,12,1,1,0.01
UPI,GATEWAY_TIMEOUT,31221,2,1,0.28,11,1,0,0.6108470871727585
NETBANKING,GATEWAY_TIMEOUT,8900,1,0,0.33,4,1,1,0.8344975027071071
UPI,NETWORK_ERROR,9092,4,3,0.45,22,1,0,0.48043943592117344
CARD,INVALID_ACCOUNT,29594,4,2,0.12,13,0,1,0.04468038866736992
UPI,INVALID_ACCOUNT,17745,4,4,0.29,1,0,1,0.030488254255487478
UPI,ACCOUNT_BLOCKED,31657,1,1,0.37,16,1,1,0.02469495499002533
NETBANKING,ACCOUNT_BLOCKED,5896,2,3,0.32,21,0,1,0.021303911397437952
CARD,INVALID_ACCOUNT,806,4,3,0.26,15,1,1,0.01
CARD,CARD_DECLINED,11077,1,5,0.46,23,1,1,0.08014177631534636
CARD,ACCOUNT_BLOCKED,11180,1,5,0.5,23,0,1,0.01
UPI,INVALID_ACCOUNT,5137,3,2,0.07,8,1,1,0.01
UPI,ACCOUNT_BLOCKED,11543,2,5,0.23,5,1,0,0.01
NETBANKING,BANK_TIMEOUT,22568,1,1,0.3,4,1,1,0.7570367789143078
UPI,EXPIRED_CARD,47679,2,1,0.29,11,0,1,0.0365483931448542
UPI,BANK_TIMEOUT,11083,4,3,0.24,15,0,1,0.6043509958577215
CARD,EXPIRED_CARD,17311,2,4,0.44,0,1,1,0.01
CARD,INVALID_ACCOUNT,44852,1,0,0.46,20,1,1,0.05504855680319817
NETBANKING,CARD_DECLINED,22052,3,2,0.4,8,1,1,0.11731510153061976
NETBANKING,INSUFFICIENT_FUNDS,48223,2,4,0.18,22,0,1,0.13676125554038435
NETBANKING,BANK_TIMEOUT,4553,1,3,0.06,3,1,1,0.6959416325727483
CARD,CARD_DECLINED,12753,1,0,0.31,1,0,0,0.28980751058295023
UPI,NETWORK_ERROR,39728,2,3,0.33,20,0,0,0.6165653633656076
CARD,CARD_DECLINED,30702,1,5,0.23,8,1,1,0.09273365953711124
UPI,CARD_DECLINED,4188,4,3,0.17,1,1,1,0.030792948663662972
UPI,EXPIRED_CARD,13251,4,1,0.33,3,0,1,0.01
NETBANKING,NETWORK_ERROR,29039,3,0,0.03,2,1,1,0.6388764793101791
CARD,GATEWAY_TIMEOUT,42886,1,0,0.34,8,0,1,0.8264617543453949
NETBANKING,BANK_TIMEOUT,33876,4,3,0.22,23,0,0,0.4583307360294639
NETBANKING,EXPIRED_CARD,8043,3,2,0.34,12,0,0,0.01
CARD,NETWORK_ERROR,30222,3,5,0.11,17,0,1,0.575073408865186
CARD,INVALID_CARD,7097,3,3,0.05,20,1,0,0.01
UPI,BANK_TIMEOUT,47268,2,3,0.2,17,1,1,0.6333940046764567
CARD,BANK_TIMEOUT,2527,3,0,0.18,23,0,1,0.6938187108722913
NETBANKING,INVALID_ACCOUNT,30139,2,5,0.29,2,0,0,0.01
UPI,EXPIRED_CARD,40625,1,1,0.35,4,0,0,0.023266145475177462
CARD,NETWORK_ERROR,29996,2,4,0.04,3,0,1,0.6554977407151277
NETBANKING,INSUFFICIENT_FUNDS,4235,2,3,0.18,23,1,1,0.1240802439569334
NETBANKING,ACCOUNT_BLOCKED,35875,2,2,0.42,6,0,0,0.01
UPI,CARD_DECLINED,9356,4,1,0.35,17,0,1,0.10936446094935792
