payment_method,failure_code,amount,attempt_number,customer_failure_count,merchant_failure_rate,transaction_hour,is_international,previous_success,failure_class
CARD,FRAUD_SUSPECTED,46022,3,2,0.23,7,0,0,RISK
UPI,INSUFFICIENT_FUNDS,7024,2,3,0.24,13,0,1,CUSTOMER_ACTION
CARD,CARD_DECLINED,30465,3,0,0.05,21,1,0,CUSTOMER_ACTION
UPI,CARD_DECLINED,6077,2,2,0.2,1,1,1,CUSTOMER_ACTION
CARD,INSUFFICIENT_FUNDS,29735,2,0,0.24,4,0,0,CUSTOMER_ACTION
UPI,BANK_TIMEOUT,13084,4,2,0.35,20,0,1,TRANSIENT
UPI,BANK_TIMEOUT,13059,4,1,0.06,10,0,0,TRANSIENT
UPI,INVALID_CARD,37710,4,5,0.2,0,1,1,PERMANENT
UPI,CARD_DECLINED,12365,3,2,0.23,4,0,0,CUSTOMER_ACTION
CARD,FRAUD_SUSPECTED,36189,4,0,0.05,12,0,1,RISK
NETBANKING,INSUFFICIENT_FUNDS,35729,1,3,0.39,11,1,1,CUSTOMER_ACTION
CARD,FRAUD_SUSPECTED,17823,2,0,0.17,7,0,1,RISK
NETBANKING,NETWORK_ERROR,23524,2,1,0.06,21,0,1,TRANSIENT
NETBANKING,BANK_TIMEOUT,25555,3,1,0.1,18,1,1,TRANSIENT
NETBANKING,GATEWAY_TIMEOUT,23147,2,4,0.47,15,1,0,TRANSIENT
UPI,INVALID_CARD,3781,2,4,0.12,16,1,0,PERMANENT
UPI,FRAUD_SUSPECTED,22431,2,2,0.04,4,0,0,RISK
CARD,FRAUD_SUSPECTED,46272,4,4,0.06,9,1,0,RISK
NETBANKING,CARD_DECLINED,32029,3,1,0.36,17,1,0,CUSTOMER_ACTION
CARD,CARD_DECLINED,48203,3,1,0.1,0,1,0,CUSTOMER_ACTION
NETBANKING,CARD_DECLINED,14576,1,3,0.08,23,0,0,CUSTOMER_ACTION
UPI,FRAUD_SUSPECTED,41793,1,5,0.34,23,1,1,RISK
UPI,NETWORK_ERROR,16453,1,2,0.14,3,0,0,TRANSIENT
NETBANKING,ACCOUNT_BLOCKED,27602,2,3,0.25,12,1,1,PERMANENT
NETBANKING,NETWORK_ERROR,42761,2,1,0.23,1,1,0,TRANSIENT
UPI,FRAUD_SUSPECTED,4962,3,1,0.45,5,0,0,RISK
NETBANKING,FRAUD_SUSPECTED,2131,4,5,0.09,13,0,0,RISK
UPI,NETWORK_ERROR,12550,4,5,0.28,23,1,1,TRANSIENT
UPI,FRAUD_SUSPECTED,3352,4,4,0.28,15,0,0,RISK
CARD,FRAUD_SUSPECTED,5842,3,5,0.32,15,0,0,RISK
UPI,BANK_TIMEOUT,41924,3,0,0.24,3,1,1,TRANSIENT
NETBANKING,ACCOUNT_BLOCKED,17467,1,5,0.28,5,1,1,PERMANENT
CARD,FRAUD_SUSPECTED,3024,3,3,0.24,7,1,0,RISK
UPI,INSUFFICIENT_FUNDS,43887,3,4,0.21,18,0,0,CUSTOMER_ACTION
NETBANKING,ACCOUNT_BLOCKED,45127,4,4,0.44,15,1,0,PERMANENT
NETBANKING,INVALID_CARD,37535,2,0,0.48,14,0,0,PERMANENT
UPI,INSUFFICIENT_FUNDS,2896,4,0,0.49,13,0,0,CUSTOMER_ACTION
NETBANKING,FRAUD_SUSPECTED,4491,1,3,0.28,17,1,1,RISK
NETBANKING,INVALID_CARD,40932,4,0,0.21,4,0,0,PERMANENT
NETBANKING,NETWORK_ERROR,22635,4,2,0.2,15,1,0,TRANSIENT
CARD,CARD_DECLINED,9527,4,0,0.2,10,0,0,CUSTOMER_ACTION
CARD,INVALID_ACCOUNT,1425,3,2,0.16,15,0,0,PERMANENT
NETBANKING,CARD_DECLINED,29139,3,2,0.37,19,0,0,CUSTOMER_ACTION
CARD,EXPIRED_CARD,48658,4,4,0.43,1,0,0,PERMANENT
UPI,FRAUD_SUSPECTED,34459,1,1,0.1,6,0,0,RISK
UPI,NETWORK_ERROR,23717,2,2,0.19,14,1,0,TRANSIENT
CARD,BANK_TIMEOUT,32133,4,1,0.48,15,1,1,TRANSIENT
NETBANKING,CARD_DECLINED,45244,1,2,0.02,1,0,0,CUSTOMER_ACTION
NETBANKING,INSUFFICIENT_FUNDS,13648,3,5,0.21,0,0,1,CUSTOMER_ACTION
NETBANKING,INSUFFICIENT_FUNDS,654,2,2,0.31,9,1,1,CUSTOMER_ACTION
CARD,INVALID_ACCOUNT,16614,2,3,0.16,16,1,0,PERMANENT
NETBANKING,GATEWAY_TIMEOUT,24625,3,2,0.35,15,0,1,TRANSIENT
CARD,FRAUD_SUSPECTED,17214,3,1,0.08,7,0,1,RISK
NETBANKING,FRAUD_SUSPECTED,1768,4,2,0.14,13,1,1,RISK
NETBANKING,GATEWAY_TIMEOUT,37589,2,2,0.37,7,1,1,TRANSIENT
NETBANKING,FRAUD_SUSPECTED,36685,2,2,0.06,4,1,0,RISK
UPI,FRAUD_SUSPECTED,23383,2,5,0.44,13,1,1,RISK
CARD,FRAUD_SUSPECTED,7818,4,0,0.43,18,0,1,RISK
NETBANKING,INSUFFICIENT_FUNDS,25113,3,3,0.04,4,0,0,CUSTOMER_ACTION
NETBANKING,FRAUD_SUSPECTED,30087,2,2,0.43,5,0,1,RISK
CARD,FRAUD_SUSPECTED,41682,1,0,0.23,6,0,0,RISK
UPI,INVALID_CARD,40370,4,5,0.22,13,1,1,PERMANENT
NETBANKING,BANK_TIMEOUT,13168,3,0,0.45,16,0,0,TRANSIENT
NETBANKING,GATEWAY_TIMEOUT,16406,2,5,0.44,9,0,0,TRANSIENT
UPI,INVALID_ACCOUNT,4378,1,2,0.47,14,1,1,PERMANENT
CARD,CARD_DECLINED,23643,2,1,0.47,12,0,0,CUSTOMER_ACTION
UPI,INSUFFICIENT_FUNDS,48208,1,4,0.26,3,1,0,CUSTOMER_ACTION
NETBANKING,INVALID_ACCOUNT,40937,1,4,0.5,21,0,0,PERMANENT
UPI,GATEWAY_TIMEOUT,27413,4,3,0.07,8,1,0,TRANSIENT
CARD,INSUFFICIENT_FUNDS,27682,1,5,0.26,19,0,1,CUSTOMER_ACTION
NETBANKING,GATEWAY_TIMEOUT,40581,1,2,0.07,3,1,0,TRANSIENT
NETBANKING,CARD_DECLINED,13316,3,5,0.21,5,0,1,CUSTOMER_ACTION
CARD,CARD_DECLINED,15468,1,0,0.34,3,1,0,CUSTOMER_ACTION
UPI,GATEWAY_TIMEOUT,47519,1,2,0.33,14,1,1,TRANSIENT
UPI,INVALID_CARD,11549,1,2,0.19,21,1,1,PERMANENT
UPI,BANK_TIMEOUT,733,2,5,0.33,10,1,1,TRANSIENT
CARD,FRAUD_SUSPECTED,22560,2,0,0.21,14,1,1,RISK
NETBANKING,ACCOUNT_BLOCKED,11030,1,1,0.35,1,0,0,PERMANENT
NETBANKING,ACCOUNT_BLOCKED,44559,4,1,0.31,11,0,0,PERMANENT
UPI,ACCOUNT_BLOCKED,27053,4,0,0.04,20,1,0,PERMANENT
NETBANKING,CARD_DECLINED,34382,1,3,0.33,7,1,1,CUSTOMER_ACTION
NETBANKING,EXPIRED_CARD,40267,1,0,0.33,5,1,1,PERMANENT
CARD,INSUFFICIENT_FUNDS,21113,2,2,0.49,1,0,1,CUSTOMER_ACTION
UPI,EXPIRED_CARD,30187,4,4,0.23,15,1,1,PERMANENT
NETBANKING,NETWORK_ERROR,42919,1,0,0.21,1,0,0,TRANSIENT
NETBANKING,FRAUD_SUSPECTED,44105,4,2,0.19,1,0,1,RISK
NETBANKING,FRAUD_SUSPECTED,43168,3,5,0.23,3,0,0,RISK
NETBANKING,FRAUD_SUSPECTED,19235,3,5,0.06,5,1,0,RISK
CARD,INVALID_CARD,40132,2,1,0.07,12,0,1,PERMANENT
UPI,CARD_DECLINED,49720,4,0,0.46,21,0,1,CUSTOMER_ACTION
CARD,EXPIRED_CARD,384,1,4,0.47,18,1,0,PERMANENT
UPI,INSUFFICIENT_FUNDS,25489,3,4,0.44,13,0,1,CUSTOMER_ACTION
CARD,INVALID_ACCOUNT,29777,2,1,0.21,22,1,1,PERMANENT
UPI,INSUFFICIENT_FUNDS,41005,3,5,0.18,21,0,0,CUSTOMER_ACTION
CARD,FRAUD_SUSPECTED,36949,4,4,0.29,21,1,1,RISK
NETBANKING,INVALID_CARD,7077,1,3,0.08,21,0,0,PERMANENT
CARD,FRAUD_SUSPECTED,44886,3,1,0.42,22,1,0,RISK
CARD,NETWORK_ERROR,6816,2,5,0.33,12,0,1,TRANSIENT
CARD,NETWORK_ERROR,27400,3,4,0.04,23,1,0,TRANSIENT
NETBANKING,EXPIRED_CARD,46278,3,4,0.28,19,0,0,PERMANENT
UPI,FRAUD_SUSPECTED,44838,1,1,0.48,23,0,1,RISK
CARD,NETWORK_ERROR,36577,3,1,0.09,8,0,1,TRANSIENT
UPI,EXPIRED_CARD,10173,3,4,0.03,20,1,1,PERMANENT
NETBANKING,FRAUD_SUSPECTED,20931,2,1,0.27,16,0,1,RISK
CARD,INVALID_CARD,14596,2,5,0.17,11,1,0,PERMANENT
UPI,INVALID_CARD,43939,3,3,0.13,20,0,0,PERMANENT
UPI,FRAUD_SUSPECTED,25388,3,4,0.36,0,1,1,RISK
CARD,INVALID_CARD,42798,2,2,0.26,3,0,0,PERMANENT
NETBANKING,BANK_TIMEOUT,41355,2,5,0.22,3,0,1,TRANSIENT
NETBANKING,GATEWAY_TIMEOUT,10176,1,3,0.36,1,0,0,TRANSIENT
CARD,BANK_TIMEOUT,36674,1,4,0.41,8,1,1,TRANSIENT
CARD,ACCOUNT_BLOCKED,20835,1,3,0.34,17,0,0,PERMANENT
UPI,GATEWAY_TIMEOUT,23542,1,2,0.4,9,0,1,TRANSIENT
CARD,ACCOUNT_BLOCKED,43401,1,3,0.09,7,0,1,PERMANENT
CARD,FRAUD_SUSPECTED,44486,3,0,0.28,17,0,0,RISK
NETBANKING,BANK_TIMEOUT,39202,4,4,0.28,2,1,0,TRANSIENT
CARD,FRAUD_SUSPECTED,42431,2,1,0.1,19,1,0,RISK
NETBANKING,BANK_TIMEOUT,37278,1,4,0.24,17,0,1,TRANSIENT
UPI,NETWORK_ERROR,13037,4,2,0.18,21,0,0,TRANSIENT
UPI,FRAUD_SUSPECTED,20926,4,3,0.17,21,1,0,RISK
CARD,FRAUD_SUSPECTED,11151,1,2,0.13,7,1,1,RISK
NETBANKING,FRAUD_SUSPECTED,48136,3,3,0.24,11,1,1,RISK
NETBANKING,BANK_TIMEOUT,39855,1,2,0.43,4,0,1,TRANSIENT
UPI,GATEWAY_TIMEOUT,1320,1,4,0.29,18,0,0,TRANSIENT
NETBANKING,FRAUD_SUSPECTED,9840,3,3,0.12,18,1,0,RISK
CARD,INVALID_CARD,23946,1,5,0.13,19,0,0,PERMANENT
UPI,EXPIRED_CARD,37216,2,5,0.37,11,0,0,PERMANENT
UPI,EXPIRED_CARD,17424,3,1,0.03,6,1,1,PERMANENT
UPI,ACCOUNT_BLOCKED,2715,3,0,0.35,16,1,1,PERMANENT
NETBANKING,CARD_DECLINED,24906,3,4,0.33,2,1,1,CUSTOMER_ACTION
CARD,CARD_DECLINED,22712,4,3,0.44,0,0,1,CUSTOMER_ACTION
UPI,INSUFFICIENT_FUNDS,33820,3,1,0.08,5,1,0,CUSTOMER_ACTION
CARD,CARD_DECLINED,47302,1,3,0.34,15,0,0,CUSTOMER_ACTION
UPI,INVALID_CARD,2927,2,4,0.3,4,0,0,PERMANENT
CARD,BANK_TIMEOUT,11898,4,4,0.48,20,0,1,TRANSIENT
CARD,BANK_TIMEOUT,39849,4,3,0.09,13,0,0,TRANSIENT
NETBANKING,FRAUD_SUSPECTED,45030,3,3,0.3,2,0,1,RISK
UPI,EXPIRED_CARD,1185,2,4,0.43,16,1,0,PERMANENT
CARD,BANK_TIMEOUT,40388,1,4,0.26,3,0,1,TRANSIENT
NETBANKING,INSUFFICIENT_FUNDS,42648,4,4,0.22,1,1,0,CUSTOMER_ACTION
CARD,ACCOUNT_BLOCKED,38703,1,3,0.08,15,0,0,PERMANENT
CARD,FRAUD_SUSPECTED,12487,1,5,0.37,0,0,0,RISK
NETBANKING,EXPIRED_CARD,20802,4,2,0.06,13,1,1,PERMANENT
NETBANKING,INVALID_ACCOUNT,18159,4,1,0.21,17,1,0,PERMANENT
CARD,FRAUD_SUSPECTED,20196,3,5,0.21,4,0,0,RISK
UPI,EXPIRED_CARD,14154,4,2,0.4,19,0,0,PERMANENT
UPI,INVALID_CARD,9624,4,4,0.22,2,1,0,PERMANENT
NETBANKING,FRAUD_SUSPECTED,2574,4,3,0.31,16,1,0,RISK
CARD,CARD_DECLINED,801,2,5,0.47,16,1,0,CUSTOMER_ACTION
NETBANKING,GATEWAY_TIMEOUT,33904,2,4,0.09,1,1,0,TRANSIENT
UPI,BANK_TIMEOUT,18183,4,2,0.34,12,0,0,TRANSIENT
NETBANKING,BANK_TIMEOUT,18744,3,2,0.48,8,0,0,TRANSIENT
NETBANKING,ACCOUNT_BLOCKED,404,3,1,0.21,3,0,1,PERMANENT
NETBANKING,FRAUD_SUSPECTED,16988,3,5,0.23,12,1,0,RISK
NETBANKING,FRAUD_SUSPECTED,30293,1,3,0.07,2,1,0,RISK
CARD,CARD_DECLINED,23240,1,5,0.42,7,1,0,CUSTOMER_ACTION
UPI,INVALID_ACCOUNT,36443,2,3,0.16,6,1,0,PERMANENT
NETBANKING,CARD_DECLINED,13185,2,5,0.13,8,0,0,CUSTOMER_ACTION
NETBANKING,INSUFFICIENT_FUNDS,23432,2,0,0.07,2,1,0,CUSTOMER_ACTION
CARD,NETWORK_ERROR,40776,3,3,0.45,18,1,1,TRANSIENT
CARD,CARD_DECLINED,14655,2,0,0.27,13,1,0,CUSTOMER_ACTION
NETBANKING,FRAUD_SUSPECTED,11555,4,0,0.35,14,1,0,RISK
UPI,GATEWAY_TIMEOUT,24966,1,2,0.19,8,0,1,TRANSIENT
CARD,CARD_DECLINED,40279,3,2,0.1,13,0,1,CUSTOMER_ACTION
CARD,FRAUD_SUSPECTED,18425,4,1,0.29,18,0,0,RISK
NETBANKING,FRAUD_SUSPECTED,28425,4,1,0.08,23,0,1,RISK
CARD,BANK_TIMEOUT,32841,2,5,0.26,23,1,1,TRANSIENT
NETBANKING,FRAUD_SUSPECTED,37313,1,3,0.06,5,0,0,RISK
NETBANKING,FRAUD_SUSPECTED,6411,4,5,0.17,11,1,1,RISK
CARD,FRAUD_SUSPECTED,8045,3,5,0.48,6,0,1,RISK
NETBANKING,FRAUD_SUSPECTED,33552,4,5,0.23,2,1,1,RISK
UPI,EXPIRED_CARD,42081,3,3,0.32,18,1,0,PERMANENT
CARD,BANK_TIMEOUT,15056,3,2,0.33,22,1,1,TRANSIENT
CARD,FRAUD_SUSPECTED,49114,4,3,0.09,0,0,0,RISK
UPI,FRAUD_SUSPECTED,11038,4,0,0.06,15,0,0,RISK
UPI,INVALID_CARD,17300,2,0,0.33,12,1,0,PERMANENT
CARD,CARD_DECLINED,41157,2,1,0.27,5,0,0,CUSTOMER_ACTION
CARD,FRAUD_SUSPECTED,30717,3,4,0.23,22,0,1,RISK
CARD,INVALID_ACCOUNT,31665,2,0,0.23,11,1,1,PERMANENT
UPI,CARD_DECLINED,106,2,2,0.15,17,0,1,CUSTOMER_ACTION
UPI,INVALID_ACCOUNT,28309,3,4,0.12,0,1,0,PERMANENT
CARD,ACCOUNT_BLOCKED,16477,2,5,0.37,12,1,0,PERMANENT
CARD,FRAUD_SUSPECTED,41081,2,4,0.38,19,1,1,RISK
UPI,FRAUD_SUSPECTED,4586,2,1,0.15,20,1,1,RISK
UPI,FRAUD_SUSPECTED,21113,1,1,0.03,17,0,0,RISK
CARD,NETWORK_ERROR,8294,4,5,0.01,2,0,0,TRANSIENT
CARD,EXPIRED_CARD,27641,3,3,0.5,14,0,1,PERMANENT
UPI,BANK_TIMEOUT,17565,4,0,0.28,5,0,1,TRANSIENT
UPI,INVALID_CARD,46937,2,3,0.39,14,0,0,PERMANENT
NETBANKING,CARD_DECLINED,6257,2,3,0.2,9,1,0,CUSTOMER_ACTION
NETBANKING,GATEWAY_TIMEOUT,34239,1,2,0.25,9,0,1,TRANSIENT
UPI,GATEWAY_TIMEOUT,7500,2,5,0.22,0,0,1,TRANSIENT
UPI,NETWORK_ERROR,685,1,4,0.39,15,0,1,TRANSIENT
UPI,BANK_TIMEOUT,32862,1,5,0.31,20,0,0,TRANSIENT
NETBANKING,FRAUD_SUSPECTED,35250,1,1,0.25,10,1,1,RISK
NETBANKING,INSUFFICIENT_FUNDS,24857,3,5,0.08,1,1,1,CUSTOMER_ACTION
UPI,FRAUD_SUSPECTED,37239,2,4,0.18,23,1,1,RISK
NETBANKING,INSUFFICIENT_FUNDS,10259,4,2,0.41,17,1,1,CUSTOMER_ACTION
NETBANKING,GATEWAY_TIMEOUT,24940,2,0,0.31,11,0,1,TRANSIENT
NETBANKING,GATEWAY_TIMEOUT,25494,2,4,0.34,17,0,1,TRANSIENT
NETBANKING,FRAUD_SUSPECTED,21204,1,0,0.27,2,0,0,RISK
UPI,INSUFFICIENT_FUNDS,7115,4,1,0.06,18,1,1,CUSTOMER_ACTION
CARD,FRAUD_SUSPECTED,14565,1,0,0.47,6,1,0,RISK
CARD,INVALID_CARD,36670,4,2,0.4,1,1,0,PERMANENT
UPI,NETWORK_ERROR,14249,1,0,0.37,17,1,0,TRANSIENT
NETBANKING,INSUFFICIENT_FUNDS,41081,2,4,0.38,13,0,1,CUSTOMER_ACTION
UPI,ACCOUNT_BLOCKED,11032,2,4,0.21,10,0,1,PERMANENT
NETBANKING,FRAUD_SUSPECTED,21376,3,3,0.38,13,1,0,RISK
NETBANKING,CARD_DECLINED,48896,3,2,0.48,14,1,0,CUSTOMER_ACTION
NETBANKING,NETWORK_ERROR,1168,2,2,0.01,7,0,1,TRANSIENT
CARD,GATEWAY_TIMEOUT,36384,2,0,0.03,11,0,0,TRANSIENT
NETBANKING,FRAUD_SUSPECTED,16474,2,2,0.41,2,1,0,RISK
CARD,GATEWAY_TIMEOUT,31723,2,3,0.41,22,0,1,TRANSIENT
NETBANKING,GATEWAY_TIMEOUT,25105,1,0,0.46,10,1,1,TRANSIENT
UPI,INVALID_CARD,49099,1,5,0.39,12,0,1,PERMANENT
NETBANKING,NETWORK_ERROR,37122,2,2,0.26,7,0,0,TRANSIENT
NETBANKING,ACCOUNT_BLOCKED,37799,1,1,0.22,12,0,0,PERMANENT
CARD,FRAUD_SUSPECTED,37549,1,4,0.21,2,1,1,RISK
CARD,INSUFFICIENT_FUNDS,36754,2,3,0.2,18,0,0,CUSTOMER_ACTION
CARD,INSUFFICIENT_FUNDS,28284,3,5,0.46,2,0,1,CUSTOMER_ACTION
CARD,INVALID_ACCOUNT,12583,3,2,0.3,0,1,0,PERMANENT
NETBANKING,FRAUD_SUSPECTED,9656,4,0,0.46,7,0,1,RISK
UPI,INSUFFICIENT_FUNDS,48569,1,1,0.47,4,1,0,CUSTOMER_ACTION
CARD,FRAUD_SUSPECTED,29595,4,0,0.17,23,0,0,RISK
NETBANKING,FRAUD_SUSPECTED,47936,2,5,0.35,0,1,0,RISK
UPI,FRAUD_SUSPECTED,18713,2,5,0.31,1,1,0,RISK
NETBANKING,NETWORK_ERROR,17880,3,0,0.02,20,1,0,TRANSIENT
CARD,INVALID_CARD,31862,1,1,0.11,14,0,0,PERMANENT
CARD,CARD_DECLINED,32208,4,5,0.09,11,1,1,CUSTOMER_ACTION
NETBANKING,FRAUD_SUSPECTED,18179,1,5,0.14,12,0,1,RISK
CARD,INSUFFICIENT_FUNDS,25845,2,0,0.37,16,0,1,CUSTOMER_ACTION
CARD,INSUFFICIENT_FUNDS,20572,3,3,0.28,6,0,0,CUSTOMER_ACTION
NETBANKING,CARD_DECLINED,46311,2,3,0.5,4,0,1,CUSTOMER_ACTION
NETBANKING,GATEWAY_TIMEOUT,47249,1,1,0.17,4,0,1,TRANSIENT
CARD,ACCOUNT_BLOCKED,29132,3,1,0.39,3,0,0,PERMANENT
NETBANKING,GATEWAY_TIMEOUT,17589,2,4,0.12,21,0,1,TRANSIENT
CARD,GATEWAY_TIMEOUT,8887,4,5,0.33,5,1,1,TRANSIENT
UPI,EXPIRED_CARD,12765,2,0,0.21,0,1,1,PERMANENT
UPI,INSUFFICIENT_FUNDS,4434,2,3,0.43,15,1,1,CUSTOMER_ACTION
CARD,CARD_DECLINED,2841,4,5,0.16,19,0,0,CUSTOMER_ACTION
UPI,ACCOUNT_BLOCKED,16203,4,5,0.03,12,0,0,PERMANENT
CARD,FRAUD_SUSPECTED,20059,3,3,0.09,9,0,0,RISK
UPI,ACCOUNT_BLOCKED,47459,1,1,0.39,22,0,1,PERMANENT
CARD,INVALID_ACCOUNT,1732,2,3,0.3,22,0,1,PERMANENT
CARD,NETWORK_ERROR,45432,2,5,0.37,2,0,1,TRANSIENT
NETBANKING,FRAUD_SUSPECTED,46452,4,5,0.4,16,0,1,RISK
UPI,INVALID_CARD,22067,2,1,0.44,5,0,1,PERMANENT
NETBANKING,FRAUD_SUSPECTED,29345,3,5,0.1,4,0,0,RISK
CARD,FRAUD_SUSPECTED,32712,4,4,0.41,19,1,0,RISK
CARD,CARD_DECLINED,26979,4,0,0.3,0,0,1,CUSTOMER_ACTION
UPI,INSUFFICIENT_FUNDS,9816,1,5,0.18,4,0,1,CUSTOMER_ACTION
UPI,FRAUD_SUSPECTED,7236,4,1,0.09,9,0,1,RISK
UPI,FRAUD_SUSPECTED,19714,3,2,0.45,2,1,0,RISK
UPI,FRAUD_SUSPECTED,8096,3,2,0.27,16,0,0,RISK
NETBANKING,BANK_TIMEOUT,47923,1,3,0.36,19,1,1,TRANSIENT
NETBANKING,FRAUD_SUSPECTED,37792,3,1,0.31,15,1,1,RISK
NETBANKING,INSUFFICIENT_FUNDS,19137,2,0,0.07,14,0,0,CUSTOMER_ACTION
UPI,ACCOUNT_BLOCKED,21975,3,4,0.4,6,0,0,PERMANENT
UPI,FRAUD_SUSPECTED,20270,3,4,0.28,0,0,1,RISK
NETBANKING,FRAUD_SUSPECTED,37384,1,1,0.11,10,1,1,RISK
UPI,GATEWAY_TIMEOUT,31655,2,5,0.24,17,1,1,TRANSIENT
NETBANKING,INVALID_CARD,19717,3,4,0.27,6,1,1,PERMANENT
CARD,BANK_TIMEOUT,2142,3,3,0.32,5,1,0,TRANSIENT
NETBANKING,NETWORK_ERROR,20711,1,2,0.21,15,0,1,TRANSIENT
UPI,INVALID_ACCOUNT,34512,3,1,0.06,1,0,0,PERMANENT
CARD,INVALID_CARD,32871,2,1,0.18,15,1,1,PERMANENT
NETBANKING,INSUFFICIENT_FUNDS,44449,2,1,0.37,14,1,0,CUSTOMER_ACTION
UPI,NETWORK_ERROR,45126,1,2,0.24,1,0,1,TRANSIENT
CARD,GATEWAY_TIMEOUT,41967,2,2,0.11,9,1,1,TRANSIENT
CARD,INVALID_CARD,9885,2,2,0.07,19,0,0,PERMANENT
CARD,FRAUD_SUSPECTED,9377,3,4,0.13,2,1,1,RISK
UPI,INVALID_CARD,2000,4,5,0.03,12,0,0,PERMANENT
UPI,ACCOUNT_BLOCKED,46281,4,4,0.18,10,0,0,PERMANENT
UPI,EXPIRED_CARD,45883,4,0,0.23,21,1,1,PERMANENT
UPI,INSUFFICIENT_FUNDS,40531,3,2,0.2,22,1,1,CUSTOMER_ACTION
UPI,ACCOUNT_BLOCKED,4383,4,0,0.18,14,0,1,PERMANENT
NETBANKING,FRAUD_SUSPECTED,6845,4,5,0.4,10,0,1,RISK
NETBANKING,ACCOUNT_BLOCKED,27195,2,4,0.13,5,1,1,PERMANENT
UPI,NETWORK_ERROR,45585,4,3,0.29,10,0,0,TRANSIENT
NETBANKING,GATEWAY_TIMEOUT,37730,4,0,0.3,14,1,0,TRANSIENT
CARD,EXPIRED_CARD,26694,1,4,0.06,19,1,1,PERMANENT
UPI,INVALID_CARD,14361,2,4,0.45,20,0,0,PERMANENT
NETBANKING,CARD_DECLINED,19203,4,4,0.29,6,0,1,CUSTOMER_ACTION
CARD,FRAUD_SUSPECTED,47141,3,0,0.3,19,1,0,RISK
CARD,FRAUD_SUSPECTED,36071,1,0,0.35,11,0,1,RISK
CARD,BANK_TIMEOUT,46120,4,5,0.17,12,1,1,TRANSIENT
NETBANKING,EXPIRED_CARD,11464,4,1,0.1,12,1,1,PERMANENT
NETBANKING,CARD_DECLINED,8327,2,0,0.05,0,0,1,CUSTOMER_ACTION
UPI,EXPIRED_CARD,9092,4,3,0.45,22,1,0,PERMANENT
NETBANKING,ACCOUNT_BLOCKED,29594,4,2,0.12,13,0,1,PERMANENT
CARD,CARD_DECLINED,35893,3,0,0.49,18,1,1,CUSTOMER_ACTION
CARD,GATEWAY_TIMEOUT,45352,1,1,0.37,16,1,1,TRANSIENT
NETBANKING,GATEWAY_TIMEOUT,5896,2,3,0.32,21,0,1,TRANSIENT
NETBANKING,NETWORK_ERROR,806,4,3,0.26,15,1,1,TRANSIENT
CARD,FRAUD_SUSPECTED,11077,1,5,0.46,23,1,1,RISK
CARD,GATEWAY_TIMEOUT,37989,2,4,0.04,9,0,1,TRANSIENT
UPI,INVALID_CARD,33234,1,2,0.13,19,1,1,PERMANENT
NETBANKING,FRAUD_SUSPECTED,7410,2,4,0.37,21,1,1,RISK
NETBANKING,CARD_DECLINED,15579,4,1,0.4,1,1,0,CUSTOMER_ACTION
CARD,INSUFFICIENT_FUNDS,49432,4,3,0.13,14,0,0,CUSTOMER_ACTION
NETBANKING,FRAUD_SUSPECTED,17427,1,0,0.09,12,1,1,RISK
CARD,EXPIRED_CARD,44894,4,3,0.14,16,1,0,PERMANENT
CARD,FRAUD_SUSPECTED,44565,3,4,0.34,1,0,1,RISK
CARD,INVALID_ACCOUNT,17816,3,0,0.14,18,1,1,PERMANENT
NETBANKING,INSUFFICIENT_FUNDS,22212,2,2,0.28,21,0,0,CUSTOMER_ACTION
UPI,NETWORK_ERROR,34523,1,5,0.23,7,1,1,TRANSIENT
UPI,INSUFFICIENT_FUNDS,40692,1,0,0.47,21,0,0,CUSTOMER_ACTION
NETBANKING,BANK_TIMEOUT,8613,4,5,0.38,20,0,0,TRANSIENT
CARD,CARD_DECLINED,30702,1,5,0.23,8,1,1,CUSTOMER_ACTION
UPI,FRAUD_SUSPECTED,18272,1,3,0.2,1,1,1,RISK
UPI,CARD_DECLINED,32325,2,4,0.2,20,1,0,CUSTOMER_ACTION
UPI,CARD_DECLINED,40336,1,3,0.36,3,0,0,CUSTOMER_ACTION
NETBANKING,GATEWAY_TIMEOUT,16523,4,0,0.45,4,0,0,TRANSIENT
UPI,INVALID_ACCOUNT,45978,3,3,0.29,16,1,1,PERMANENT
NETBANKING,ACCOUNT_BLOCKED,4694,2,0,0.2,22,1,0,PERMANENT
NETBANKING,FRAUD_SUSPECTED,19946,4,0,0.32,20,0,1,RISK
CARD,FRAUD_SUSPECTED,49937,3,5,0.11,17,0,1,RISK
NETBANKING,CARD_DECLINED,25665,1,5,0.35,15,0,1,CUSTOMER_ACTION
UPI,INSUFFICIENT_FUNDS,12754,1,5,0.5,7,1,1,CUSTOMER_ACTION
NETBANKING,GATEWAY_TIMEOUT,20267,4,4,0.48,14,0,0,TRANSIENT
CARD,FRAUD_SUSPECTED,47352,1,3,0.07,20,1,0,RISK
UPI,INSUFFICIENT_FUNDS,48299,2,3,0.33,15,0,0,CUSTOMER_ACTION
UPI,INSUFFICIENT_FUNDS,41562,1,2,0.41,3,1,0,CUSTOMER_ACTION
UPI,BANK_TIMEOUT,32680,2,0,0.4,13,1,1,TRANSIENT
NETBANKING,FRAUD_SUSPECTED,37846,2,2,0.42,6,0,0,RISK
UPI,FRAUD_SUSPECTED,18049,2,3,0.09,11,0,1,RISK
